이름,지역,클래스,카테고리,세부분류
보련암,서울특별시,장소,관광지,암자
절꼴정자,충청남도,장소,관광지,암자
남해향교유림회관,경상남도,장소,관광지,고택/생가/민속마을
경북향교재단,경상북도,장소,관광지,고택/생가/민속마을
율강서원,경상북도,장소,관광지,유명사적/유적지
밀양향교,경상남도,장소,관광지,고택/생가/민속마을
보령향교,충청남도,장소,관광지,고택/생가/민속마을
염모제,경상북도,장소,관광지,유명사적/유적지
법운암,경상남도,장소,관광지,암자
천안향교,충청남도,장소,관광지,고택/생가/민속마을
유림회관,전라남도,장소,관광지,고택/생가/민속마을
법선암,부산광역시,장소,관광지,암자
범주암,인천광역시,장소,관광지,암자
구음재,경상남도,장소,관광지,유명사적/유적지
양지서당,충청남도,장소,관광지,유명사적/유적지
백천암,부산광역시,장소,관광지,암자
백용암,인천광역시,장소,관광지,암자
백연암,경상남도,장소,관광지,암자
해남향교유림회관,전라남도,장소,관광지,고택/생가/민속마을
이화장,서울특별시,장소,관광지,유명사적/유적지
은광암,부산광역시,장소,관광지,암자
귀천서원,경상북도,장소,관광지,유명사적/유적지
포천향교사무소,경기도,장소,관광지,고택/생가/민속마을
흥해향교전교,경상북도,장소,관광지,고택/생가/민속마을
연게정,경상남도,장소,관광지,유명사적/유적지
백광암,대구광역시,장소,관광지,암자
고인돌공원,전라남도,장소,관광지,천연기념물
제암리문화관,경기도,장소,관광지,군락/서식지/생태보호구역
쌍청회관,대전광역시,장소,관광지,군락/서식지/생태보호구역
장군보살,경상남도,장소,관광지,암자
김개인생가지,전라북도,장소,관광지,고택/생가/민속마을
김준민장군신도비,경상남도,장소,관광지,비/탑/문/각
광주이씨재실,경상남도,장소,관광지,비/탑/문/각
반선암,광주광역시,장소,관광지,암자
광산재,경상남도,장소,관광지,유명사적/유적지
추본재,경상남도,장소,관광지,유명사적/유적지
만묵당서실,경상남도,장소,관광지,유명사적/유적지
여주이씨청간정,경상남도,장소,관광지,유명사적/유적지
두곡산당,경상남도,장소,관광지,유명사적/유적지
훈공순절비,경상남도,장소,관광지,유명사적/유적지
지지원,경상남도,장소,관광지,비/탑/문/각
칠거죄지,경상남도,장소,관광지,유명사적/유적지
충효정,강원도,장소,관광지,유명사적/유적지
여주이씨사경재,경상남도,장소,관광지,유명사적/유적지
일관재,경상남도,장소,관광지,유명사적/유적지
은재,경상남도,장소,관광지,유명사적/유적지
영모재,경상남도,장소,관광지,유명사적/유적지
여주이씨백원각,경상남도,장소,관광지,비/탑/문/각
여양서원유허비,경상남도,장소,관광지,비/탑/문/각
참판공봉조당,경상남도,장소,관광지,유명사적/유적지
홍련암,전라북도,장소,관광지,암자
도솔암,전라남도,장소,관광지,암자
여주이씨치경재,경상남도,장소,관광지,유명사적/유적지
초평봉,경기도,장소,관광지,봉우리/고지
31독립운동기념비,경기도,장소,관광지,비/탑/문/각
김석몽처남평문씨열녀문,경기도,장소,관광지,비/탑/문/각
서울호암산성,서울특별시,장소,관광지,유명사적/유적지
평창오대산사고,강원도,장소,관광지,유명사적/유적지
장흥석대들전적,전라남도,장소,관광지,유명사적/유적지
주자묘,전라남도,장소,관광지,유명사적/유적지
청도읍성,경상북도,장소,관광지,성/성터
망전암,전라북도,장소,관광지,암자
조정서원,충청남도,장소,관광지,유명사적/유적지
닭목령,강원도,장소,관광지,봉우리/고지
제천덕주산성,충청북도,장소,관광지,성/성터
추풍령표석,충청북도,장소,관광지,유명사적/유적지
김재수선생기념비,경상북도,장소,관광지,비/탑/문/각
동호정,경상북도,장소,관광지,유명사적/유적지
안효공심온선생묘,경기도,장소,관광지,유명사적/유적지
정유선생묘,경기도,장소,관광지,유명사적/유적지
일두고택,경상남도,장소,관광지,고택/생가/민속마을
마늘봉,경상북도,장소,관광지,봉우리/고지
대청봉,강원도,장소,관광지,봉우리/고지
김취려장군역사관,충청북도,장소,관광지,비/탑/문/각
근암서원,경상북도,장소,관광지,유명사적/유적지
윤봉길의사상,대전광역시,장소,관광지,비/탑/문/각
범바위,전라남도,장소,관광지,바위
장원한정려각,경기도,장소,관광지,유명사적/유적지
만주사,광주광역시,장소,관광지,유명사적/유적지
신태식선생기념비,경상북도,장소,관광지,비/탑/문/각
신방리음나무군,경상남도,장소,관광지,천연기념물
울진기미만세기념비,경상북도,장소,관광지,비/탑/문/각
월명공원수시탑,전라북도,장소,관광지,비/탑/문/각
충렬탑,강원도,장소,관광지,비/탑/문/각
의령백곡리감나무,경상남도,장소,관광지,천연기념물
의병장곽재우생가,경상남도,장소,관광지,고택/생가/민속마을
정발장군동상,부산광역시,장소,관광지,비/탑/문/각
화사별서,경상남도,장소,관광지,유명사적/유적지
부여민칠식가옥,충청남도,장소,관광지,고택/생가/민속마을
분오리돈대,인천광역시,장소,관광지,유명사적/유적지
도마치재,강원도,장소,관광지,봉우리/고지
만해한용운심우장,서울특별시,장소,관광지,유명사적/유적지
와흘본향당,제주특별자치도,장소,관광지,유명사적/유적지
서산관아문,충청남도,장소,관광지,유명사적/유적지
한갑동가옥,충청남도,장소,관광지,고택/생가/민속마을
충주탄금대,충청북도,장소,관광지,유명사적/유적지
안면송림,충청남도,장소,관광지,유명사적/유적지
방무봉,경상북도,장소,관광지,봉우리/고지
효사정,서울특별시,장소,관광지,유명사적/유적지
금대봉,강원도,장소,관광지,봉우리/고지
덕기봉,충청남도,장소,관광지,봉우리/고지
물영아리습지,제주특별자치도,장소,관광지,군락/서식지/생태보호구역
최익현선생묘,충청남도,장소,관광지,유명사적/유적지
백제왕릉백제국부여융단비,충청남도,장소,관광지,비/탑/문/각
백제왕릉백제국의자대왕단비,충청남도,장소,관광지,비/탑/문/각
창덕리남근석,전라북도,장소,관광지,유명사적/유적지
광평대군묘역영순군묘,서울특별시,장소,관광지,왕릉/고분
광평대군묘역청안군묘,서울특별시,장소,관광지,왕릉/고분
광평대군묘역임정부정묘,서울특별시,장소,관광지,왕릉/고분
광평대군묘역회원군묘,서울특별시,장소,관광지,왕릉/고분
광평대군묘역남천군묘,서울특별시,장소,관광지,왕릉/고분
광평대군묘역곤명군묘,서울특별시,장소,관광지,왕릉/고분
광평대군묘역영순군김제군부인묘,서울특별시,장소,관광지,왕릉/고분
황사영의묘,경기도,장소,관광지,왕릉/고분
월산리월계고분군,전라남도,장소,관광지,왕릉/고분
달바위봉,경상북도,장소,관광지,봉우리/고지
상남지석묘,경상남도,장소,관광지,유명사적/유적지
해인사원당암다층석탑,경상남도,장소,관광지,비/탑/문/각
석화봉,충청북도,장소,관광지,봉우리/고지
경천묘,강원도,장소,관광지,유명사적/유적지
홍난파가옥,서울특별시,장소,관광지,고택/생가/민속마을
향로봉,강원도,장소,관광지,봉우리/고지
수리덤,경상남도,장소,관광지,봉우리/고지
식파정,충청북도,장소,관광지,유명사적/유적지
대흥동헌,충청남도,장소,관광지,유명사적/유적지
단군성묘,전라북도,장소,관광지,유명사적/유적지
성터,충청북도,장소,관광지,성/성터
사천금성리토성터,경상남도,장소,관광지,성/성터
신경섭가옥,충청남도,장소,관광지,고택/생가/민속마을
나주쌍계정,전라남도,장소,관광지,비/탑/문/각
경당고택,경상북도,장소,관광지,고택/생가/민속마을
경당종택,경상북도,장소,관광지,고택/생가/민속마을
성지바위산,경기도,장소,관광지,바위
신선바위,제주특별자치도,장소,관광지,바위
통일동산바위,부산광역시,장소,관광지,바위
울산바위,강원도,장소,관광지,바위
귀바위,경상남도,장소,관광지,바위
꼭두바위,경기도,장소,관광지,바위
공작새바위,전라남도,장소,관광지,바위
거북이바위,강원도,장소,관광지,바위
고양이바위,강원도,장소,관광지,바위
치마바위,강원도,장소,관광지,바위
해골바위,서울특별시,장소,관광지,바위
코끼리바위,서울특별시,장소,관광지,바위
족도리바위,경기도,장소,관광지,바위
사모바위,서울특별시,장소,관광지,바위
촛대바위,강원도,장소,관광지,바위
거북바위,서울특별시,장소,관광지,바위
두꺼비바위,경기도,장소,관광지,바위
자작바위,충청남도,장소,관광지,바위
외톨바위,충청북도,장소,관광지,바위
떡바위,충청북도,장소,관광지,바위
낙타바위,충청북도,장소,관광지,바위
마당바위,경상북도,장소,관광지,바위
눈썹바위,전라남도,장소,관광지,바위
하동바위,경상남도,장소,관광지,바위
사자바위,경상북도,장소,관광지,바위
나비바위,부산광역시,장소,관광지,바위
심종태바위,울산광역시,장소,관광지,바위
돼지바위,경상북도,장소,관광지,바위
바둑판바위,충청북도,장소,관광지,바위
마당바위,충청북도,장소,관광지,바위
송이바위,전라북도,장소,관광지,바위
투구바위,전라북도,장소,관광지,바위
배맨바위,전라북도,장소,관광지,바위
안장바위,전라북도,장소,관광지,바위
낙타바위,전라북도,장소,관광지,바위
가새바위,전라남도,장소,관광지,바위
귀뜰바위,전라남도,장소,관광지,바위
귀달바위,전라남도,장소,관광지,바위
남근바위,전라남도,장소,관광지,바위
거북바위,전라남도,장소,관광지,바위
책바위,전라남도,장소,관광지,바위
그림바위,강원도,장소,관광지,바위
우암송시열글씐바위,전라남도,장소,관광지,바위
부처바위,경상북도,장소,관광지,바위
마당바위,충청북도,장소,관광지,바위
꽃바위마을,충청북도,장소,관광지,바위
상투바위,강원도,장소,관광지,바위
홈통바위,강원도,장소,관광지,바위
선바위,서울특별시,장소,관광지,바위
나주문바위문암,전라남도,장소,관광지,바위
눈물바위,강원도,장소,관광지,바위
장군바위,제주특별자치도,장소,관광지,바위
지도바위,전라남도,장소,관광지,바위
떡바위,인천광역시,장소,관광지,바위
장군바위,경상북도,장소,관광지,바위
독수리바위,경상북도,장소,관광지,바위
치마바위,서울특별시,장소,관광지,바위
쇠뿔바위,전라북도,장소,관광지,바위
해골바위,경기도,장소,관광지,바위
작은가제바위,경상북도,장소,관광지,바위
장군바위,경상북도,장소,관광지,바위
큰가제바위,경상북도,장소,관광지,바위
화적연,경기도,장소,관광지,바위
아우라지베개용암,경기도,장소,관광지,바위
포천동화사목조불좌상,경기도,장소,관광지,비/탑/문/각
구읍리석불입상,경기도,장소,관광지,유명사적/유적지
포천자작리유적지,경기도,장소,관광지,유명사적/유적지
전계대원군이광묘신도비,경기도,장소,관광지,비/탑/문/각
군내면선정비군,경기도,장소,관광지,비/탑/문/각
프랑스군참전기념비,경기도,장소,관광지,비/탑/문/각
와룡암,경기도,장소,관광지,바위
이범영선생공적비,경기도,장소,관광지,비/탑/문/각
심통원선생신도비,경기도,장소,관광지,비/탑/문/각
송우리태봉,경기도,장소,관광지,유명사적/유적지
인흥군묘신도비,경기도,장소,관광지,비/탑/문/각
보가산성지,경기도,장소,관광지,유명사적/유적지
장릉비각,경기도,장소,관광지,유명사적/유적지
장릉수복방,경기도,장소,관광지,유명사적/유적지
장릉정자각,경기도,장소,관광지,유명사적/유적지
행주산성대첩비각,경기도,장소,관광지,유명사적/유적지
행주산성충훈정,경기도,장소,관광지,유명사적/유적지
행주산성권율장군대첩비,경기도,장소,관광지,유명사적/유적지
광릉정자각,경기도,장소,관광지,유명사적/유적지
광릉세조광릉,경기도,장소,관광지,유명사적/유적지
광릉세조왕비정희왕후릉,경기도,장소,관광지,유명사적/유적지
이국주선생묘,경기도,장소,관광지,유명사적/유적지
영평리선정비,경기도,장소,관광지,비/탑/문/각
권종충신문,경기도,장소,관광지,유명사적/유적지
조경선생묘,경기도,장소,관광지,유명사적/유적지
조득남장군정려,경기도,장소,관광지,유명사적/유적지
박순선생묘,경기도,장소,관광지,유명사적/유적지
운악산성,경기도,장소,관광지,유명사적/유적지
도효자생가,경상북도,장소,관광지,고택/생가/민속마을
명창장판개선생생가,전라남도,장소,관광지,고택/생가/민속마을
봉경이원영목사생가,경상북도,장소,관광지,고택/생가/민속마을
소설가이청준선생생가,전라남도,장소,관광지,고택/생가/민속마을
시인월하김달진생가,경상남도,장소,관광지,고택/생가/민속마을
원불교성지탄생가,전라남도,장소,관광지,고택/생가/민속마을
윤상원생가,광주광역시,장소,관광지,고택/생가/민속마을
이명박대통령생가,경상북도,장소,관광지,고택/생가/민속마을
이삼장군생가및묘소,충청남도,장소,관광지,고택/생가/민속마을
전두환대통령생가,경상남도,장소,관광지,고택/생가/민속마을
조병옥박사생가,충청남도,장소,관광지,고택/생가/민속마을
동계선생가,경상남도,장소,관광지,고택/생가/민속마을
김한종의사생가지,충청남도,장소,관광지,고택/생가/민속마을
미당서정주생가,전라북도,장소,관광지,고택/생가/민속마을
매곡오윤환선생생가,강원도,장소,관광지,고택/생가/민속마을
청마생가,경상남도,장소,관광지,고택/생가/민속마을
민속마을,인천광역시,장소,관광지,고택/생가/민속마을
선돌바위,경기도,장소,관광지,바위
안동김씨고가터,경기도,장소,관광지,고택/생가/민속마을
대굴포전라수군처치사영터,전라남도,장소,관광지,유명사적/유적지
이경려선생묘신도비,경기도,장소,관광지,비/탑/문/각
촛대바위,경상북도,장소,관광지,바위
원불교영산성지삼밭재마당바위,전라남도,장소,관광지,바위
용바위,울산광역시,장소,관광지,바위
독바위,인천광역시,장소,관광지,바위
흔바위,경기도,장소,관광지,바위
최윤덕장군생가지,경상남도,장소,관광지,고택/생가/민속마을
지네바위,경상북도,장소,관광지,바위
보찰바위,경상북도,장소,관광지,바위
한반도바위,경상북도,장소,관광지,바위
합천대야성,경상남도,장소,관광지,성/성터
도미부인사당,충청남도,장소,관광지,유명사적/유적지
자성암,경상남도,장소,관광지,암자
운현궁양관,서울특별시,장소,관광지,유명사적/유적지
추원재,경상남도,장소,관광지,비/탑/문/각
모한재,경상남도,장소,관광지,고택/생가/민속마을
이충무공진뱀미유지,경상남도,장소,관광지,유명사적/유적지
사천성내리비자나무,경상남도,장소,관광지,유명사적/유적지
죽암리고분,전라남도,장소,관광지,왕릉/고분
파평윤씨의적비,전라남도,장소,관광지,비/탑/문/각
화순천덕리회덕고분군,전라남도,장소,관광지,왕릉/고분
조영규정려,전라남도,장소,관광지,비/탑/문/각
진원리5층석탑,전라남도,장소,관광지,비/탑/문/각
금지리본촌고분군,전라남도,장소,관광지,왕릉/고분
구림대동계문서,전라남도,장소,관광지,유명사적/유적지
장윤정려,전라남도,장소,관광지,비/탑/문/각
안산대부광산퇴적암층,경기도,장소,관광지,유명사적/유적지
동미동,경상북도,장소,관광지,봉우리/고지
안심사부도군,전라북도,장소,관광지,왕릉/고분
운산리삼층석탑,전라북도,장소,관광지,비/탑/문/각
회사동석탑,전라북도,장소,관광지,비/탑/문/각
진안강정리전영표가옥,전라북도,장소,관광지,고택/생가/민속마을
합미성,전라북도,장소,관광지,성/성터
비악효자비,충청남도,장소,관광지,비/탑/문/각
광산김씨종가집,충청남도,장소,관광지,고택/생가/민속마을
베트남참전기념탑,충청남도,장소,관광지,비/탑/문/각
논산영사재,충청남도,장소,관광지,비/탑/문/각
파평윤씨재실,충청남도,장소,관광지,고택/생가/민속마을
밀양박씨재실,충청남도,장소,관광지,고택/생가/민속마을
수심대,충청남도,장소,관광지,비/탑/문/각
대둔산참전유공자탑,충청남도,장소,관광지,비/탑/문/각
탑선리석탑,충청남도,장소,관광지,비/탑/문/각
해평길씨재실,충청남도,장소,관광지,고택/생가/민속마을
시루봉,경상북도,장소,관광지,봉우리/고지
선본사갓바위,경상북도,장소,관광지,비/탑/문/각
용산산성,경상북도,장소,관광지,유명사적/유적지
이지함묘,충청남도,장소,관광지,유명사적/유적지
추원사,경기도,장소,관광지,유명사적/유적지
박제상유적효충사,경상남도,장소,관광지,유명사적/유적지
보리암,전라북도,장소,관광지,암자
생금집,경기도,장소,관광지,유명사적/유적지
기린봉,전라북도,장소,관광지,봉우리/고지
사은정,전라남도,장소,관광지,유명사적/유적지
신숙주선생묘,경기도,장소,관광지,유명사적/유적지
등억온천단지,울산광역시,장소,관광지,온천지역
고흥운대리도요지,전라남도,장소,관광지,비/탑/문/각
먹돌바위,전라남도,장소,관광지,바위
모감주나무군락,전라남도,장소,관광지,천연기념물
진도관매리후박나무,전라남도,장소,관광지,천연기념물
완도예작도감탕나무,전라남도,장소,관광지,천연기념물
건들바위,대구광역시,장소,관광지,바위
걸시오름,제주특별자치도,장소,관광지,봉우리/고지
이덕형선생묘,경기도,장소,관광지,유명사적/유적지
안성선비마을,경기도,장소,관광지,고택/생가/민속마을
104고지전적비,서울특별시,장소,관광지,비/탑/문/각
기장죽성리왜성,부산광역시,장소,관광지,유명사적/유적지
남미륵암,전라남도,장소,관광지,암자
내성행상불망비,경상북도,장소,관광지,비/탑/문/각
코끼리바위,전라남도,장소,관광지,바위
장성박수량백비,전라남도,장소,관광지,비/탑/문/각
개월오름,제주특별자치도,장소,관광지,봉우리/고지
김좌진장군묘,충청남도,장소,관광지,유명사적/유적지
단종비각,강원도,장소,관광지,비/탑/문/각
가지산쌀바위,울산광역시,장소,관광지,바위
두룡포기사비,경상남도,장소,관광지,비/탑/문/각
병신창의기적비,경상북도,장소,관광지,비/탑/문/각
가래봉,강원도,장소,관광지,봉우리/고지
최경환성인고택,경기도,장소,관광지,고택/생가/민속마을
큰노꼬메오름,제주특별자치도,장소,관광지,봉우리/고지
송담고택,경기도,장소,관광지,유명사적/유적지
조재홍가옥,전라북도,장소,관광지,고택/생가/민속마을
복지겸장군유적지,충청남도,장소,관광지,유명사적/유적지
고달사지원종대사탑비,경기도,장소,관광지,비/탑/문/각
서거정선생묘소,경기도,장소,관광지,유명사적/유적지
암수바위,경상남도,장소,관광지,바위
경덕단,경상남도,장소,관광지,유명사적/유적지
김개남장군묘,전라북도,장소,관광지,유명사적/유적지
박헌봉선생생가,경상남도,장소,관광지,고택/생가/민속마을
강릉보현사낭원대사탑비,강원도,장소,관광지,비/탑/문/각
신효순심미선추모비,경기도,장소,관광지,비/탑/문/각
여하정,충청남도,장소,관광지,유명사적/유적지
다람재,대구광역시,장소,관광지,바위
국사성황당,강원도,장소,관광지,유명사적/유적지
노송지대,경기도,장소,관광지,천연기념물
안산청문당,경기도,장소,관광지,유명사적/유적지
군산간호대학교이영춘가옥,전라북도,장소,관광지,유명사적/유적지
낭끼오름,제주특별자치도,장소,관광지,봉우리/고지
박근혜대통령생가터,대구광역시,장소,관광지,고택/생가/민속마을
의병탑,경상남도,장소,관광지,비/탑/문/각
망상전통한옥,강원도,장소,관광지,고택/생가/민속마을
능파대,강원도,장소,관광지,바위
광주풍영정,광주광역시,장소,관광지,비/탑/문/각
강릉,서울특별시,장소,관광지,왕릉/고분
박관현상,전라남도,장소,관광지,유명사적/유적지
보정암,서울특별시,장소,관광지,암자
열지묘기념비,광주광역시,장소,관광지,비/탑/문/각
영화루,울산광역시,장소,관광지,비/탑/문/각
금산사서래선원,전라북도,장소,관광지,암자
금산사대적광전,전라북도,장소,관광지,암자
금산사적묵당,전라북도,장소,관광지,암자
금산사설법전,전라북도,장소,관광지,암자
금산사보제루,전라북도,장소,관광지,암자
금산사향적당,전라북도,장소,관광지,암자
금산사종무소,전라북도,장소,관광지,암자
의암루,전라북도,장소,관광지,유명사적/유적지
보현암,경상남도,장소,관광지,암자
금강암,서울특별시,장소,관광지,암자
정암루,경상남도,장소,관광지,비/탑/문/각
돈의문터,서울특별시,장소,관광지,유명사적/유적지
소의문터,서울특별시,장소,관광지,유명사적/유적지
남소문터,서울특별시,장소,관광지,유명사적/유적지
충장사,충청남도,장소,관광지,비/탑/문/각
노무현대통령사저,경상남도,장소,관광지,고택/생가/민속마을
반남박씨묘역,경기도,장소,관광지,유명사적/유적지
지산사유적지,전라남도,장소,관광지,유명사적/유적지
백련암,전라북도,장소,관광지,암자
계란봉,충청남도,장소,관광지,봉우리/고지
봉화수온당고택,경상북도,장소,관광지,고택/생가/민속마을
김좌근고택,경기도,장소,관광지,고택/생가/민속마을
현월암,충청북도,장소,관광지,암자
선바위,울산광역시,장소,관광지,바위
이서적벽,전라남도,장소,관광지,천연기념물
보산적벽,전라남도,장소,관광지,천연기념물
홍릉,경기도,장소,관광지,왕릉/고분
대빈묘,경기도,장소,관광지,왕릉/고분
경릉,경기도,장소,관광지,왕릉/고분
순창원,경기도,장소,관광지,왕릉/고분
익릉,경기도,장소,관광지,왕릉/고분
수경원,경기도,장소,관광지,왕릉/고분
명릉,경기도,장소,관광지,왕릉/고분
후릉,경기도,장소,관광지,왕릉/고분
이목대,전라북도,장소,관광지,비/탑/문/각
단군신전,경상북도,장소,관광지,비/탑/문/각
미륵암극락보전,부산광역시,장소,관광지,암자
미륵암,부산광역시,장소,관광지,암자
미륵암,부산광역시,장소,관광지,암자
광양기독교선교100주년기념탑,전라남도,장소,관광지,비/탑/문/각
종친부,서울특별시,장소,관광지,유명사적/유적지
내물왕릉계림월성지대,경상북도,장소,관광지,왕릉/고분
지황사,경상남도,장소,관광지,암자
남명조식선생생가지,경상남도,장소,관광지,고택/생가/민속마을
권율장군동상,경기도,장소,관광지,비/탑/문/각
김재로묘,인천광역시,장소,관광지,유명사적/유적지
영산전,충청남도,장소,관광지,암자
관모봉,경기도,장소,관광지,봉우리/고지
성율사,충청북도,장소,관광지,암자
서상암,경상남도,장소,관광지,암자
무흘구곡선바위,경상북도,장소,관광지,바위
사천성황당산성,경상남도,장소,관광지,성/성터
성산,서울특별시,장소,관광지,봉우리/고지
촛불암,강원도,장소,관광지,암자
강희맹선생신도비,경기도,장소,관광지,비/탑/문/각
인정암,경기도,장소,관광지,암자
공암풍벽,경상북도,장소,관광지,봉우리/고지
발이봉,경기도,장소,관광지,봉우리/고지
봉선암,충청북도,장소,관광지,암자
천지암,충청북도,장소,관광지,암자
불정원,충청북도,장소,관광지,암자
염불암,충청북도,장소,관광지,암자
지주중류비,경상북도,장소,관광지,비/탑/문/각
북한산성,경기도,장소,관광지,성/성터
양촌권근삼대,충청북도,장소,관광지,비/탑/문/각
고이승만대통령별장,경상남도,장소,관광지,고택/생가/민속마을
모리재,경상남도,장소,관광지,유명사적/유적지
법연원,강원도,장소,관광지,암자
용신당,강원도,장소,관광지,암자
원덕암,강원도,장소,관광지,암자
가산바위,경상북도,장소,관광지,바위
갈마봉,전라북도,장소,관광지,봉우리/고지
광령리지석묘,제주특별자치도,장소,관광지,유명사적/유적지
모하정,경상북도,장소,관광지,유명사적/유적지
무장봉,경상북도,장소,관광지,봉우리/고지
동연암포교원,충청북도,장소,관광지,암자
용수암,충청북도,장소,관광지,암자
반야사,충청북도,장소,관광지,암자
가학동지석묘,경기도,장소,관광지,비/탑/문/각
은진미륵,충청남도,장소,관광지,보물
치키봉,경상북도,장소,관광지,봉우리/고지
통도사안양암,경상남도,장소,관광지,유명사적/유적지
황우지해안열두굴,제주특별자치도,장소,관광지,동굴
관음사,경상북도,장소,관광지,암자
대둔산지구6.25전사자충혼비,충청남도,장소,관광지,비/탑/문/각
관음사,경상북도,장소,관광지,암자
천신암,전라북도,장소,관광지,암자
무당바위,경기도,장소,관광지,바위
가양봉,충청남도,장소,관광지,봉우리/고지
하회겸암정사,경상북도,장소,관광지,고택/생가/민속마을
수리채,전라남도,장소,관광지,고택/생가/민속마을
청암정,경상북도,장소,관광지,비/탑/문/각
파비각,전라북도,장소,관광지,비/탑/문/각
귀애고택,경상북도,장소,관광지,고택/생가/민속마을
도솔봉,전라남도,장소,관광지,봉우리/고지
용정암,충청남도,장소,관광지,암자
써레봉,전라북도,장소,관광지,봉우리/고지
여주군처리선돌,경기도,장소,관광지,유명사적/유적지
충혼탑,경상북도,장소,관광지,비/탑/문/각
마포최사영고택,서울특별시,장소,관광지,유명사적/유적지
심천사,대전광역시,장소,관광지,암자
정묘사,부산광역시,장소,관광지,유명사적/유적지
사기리탱자나무,인천광역시,장소,관광지,천연기념물
고동재,경상남도,장소,관광지,봉우리/고지
수원광주이씨월곡댁,경기도,장소,관광지,고택/생가/민속마을
김준룡장군전승지및비,경기도,장소,관광지,비/탑/문/각
김준룡장군묘및신도비,경기도,장소,관광지,비/탑/문/각
수원시팔달산지석묘군,경기도,장소,관광지,유명사적/유적지
고희동가옥,서울특별시,장소,관광지,고택/생가/민속마을
부엉덤이,대구광역시,장소,관광지,군락/서식지/생태보호구역
화순곶자왈생태탐방숲길,제주특별자치도,장소,관광지,군락/서식지/생태보호구역
어비리삼층석탑,경기도,장소,관광지,비/탑/문/각
월남참전기념비,전라북도,장소,관광지,비/탑/문/각
동래부동헌,부산광역시,장소,관광지,유명사적/유적지
무제봉,전라북도,장소,관광지,봉우리/고지
현충탑,강원도,장소,관광지,비/탑/문/각
충혼탑,경상남도,장소,관광지,비/탑/문/각
명석마을,전라북도,장소,관광지,군락/서식지/생태보호구역
평창동보현산신각,서울특별시,장소,관광지,비/탑/문/각
회령봉,강원도,장소,관광지,봉우리/고지
산동리남근석,전라북도,장소,관광지,비/탑/문/각
옥골,강원도,장소,관광지,군락/서식지/생태보호구역
망서정,경상북도,장소,관광지,고택/생가/민속마을
전월산,전라남도,장소,관광지,군락/서식지/생태보호구역
오산외삼미동고인돌,경기도,장소,관광지,유명사적/유적지
문치재,강원도,장소,관광지,봉우리/고지
동천석실,전라남도,장소,관광지,고택/생가/민속마을
이광임선생고택,충청남도,장소,관광지,고택/생가/민속마을
평택덕목리성지,경기도,장소,관광지,성/성터
평택용성리성지,경기도,장소,관광지,성/성터
버리미기재,경상북도,장소,관광지,봉우리/고지
평택무성산성지,경기도,장소,관광지,성/성터
평택자미산성지,경기도,장소,관광지,성/성터
살터,경기도,장소,관광지,군락/서식지/생태보호구역
비석바위,전라북도,장소,관광지,바위
성주머리앞들,충청북도,장소,관광지,군락/서식지/생태보호구역
용암서원묘정비,경상남도,장소,관광지,비/탑/문/각
신라경순왕영무제,충청남도,장소,관광지,유명사적/유적지
신라경순왕유적비,충청남도,장소,관광지,비/탑/문/각
허균문학비허난설헌시비,강원도,장소,관광지,비/탑/문/각
양평대심리느티나무,경기도,장소,관광지,천연기념물
내심거,경상남도,장소,관광지,군락/서식지/생태보호구역
물안골,강원도,장소,관광지,군락/서식지/생태보호구역
바우덕이사당,경기도,장소,관광지,유명사적/유적지
고흥절이도목장성,전라남도,장소,관광지,유명사적/유적지
안덕골,전라남도,장소,관광지,군락/서식지/생태보호구역
학소대,충청북도,장소,관광지,바위
영귀정,경상북도,장소,관광지,유명사적/유적지
충의사,울산광역시,장소,관광지,유명사적/유적지
청도청동기유적공원,경상북도,장소,관광지,유명사적/유적지
청룡사사적비,경기도,장소,관광지,비/탑/문/각
양삿,강원도,장소,관광지,군락/서식지/생태보호구역
한밭,경상북도,장소,관광지,군락/서식지/생태보호구역
용인할미산성,경기도,장소,관광지,성/성터
울진대풍헌,경상북도,장소,관광지,비/탑/문/각
우천재,경상북도,장소,관광지,고택/생가/민속마을
정의현객사,제주특별자치도,장소,관광지,고택/생가/민속마을
한미해병대충혼탑,경상북도,장소,관광지,비/탑/문/각
동녘말,충청북도,장소,관광지,군락/서식지/생태보호구역
허가바위,서울특별시,장소,관광지,바위
멍우리,경기도,장소,관광지,군락/서식지/생태보호구역
지지대비,경기도,장소,관광지,비/탑/문/각
수정봉,전라북도,장소,관광지,봉우리/고지
새발재,경상북도,장소,관광지,군락/서식지/생태보호구역
한밭,경기도,장소,관광지,군락/서식지/생태보호구역
김유정문인비,강원도,장소,관광지,비/탑/문/각
예천야옹정,경상북도,장소,관광지,고택/생가/민속마을
터일,강원도,장소,관광지,군락/서식지/생태보호구역
미소석가불,서울특별시,장소,관광지,비/탑/문/각
범바위,서울특별시,장소,관광지,바위
신안해저유물발굴기념비,전라남도,장소,관광지,비/탑/문/각
이상화고택,대구광역시,장소,관광지,고택/생가/민속마을
닭이봉,전라북도,장소,관광지,봉우리/고지
염초봉,경기도,장소,관광지,봉우리/고지
대문바위,경상남도,장소,관광지,바위
송강정사,경상남도,장소,관광지,유명사적/유적지
송산서원,경상북도,장소,관광지,유명사적/유적지
자주봉,광주광역시,장소,관광지,봉우리/고지
병바위,전라북도,장소,관광지,바위
무량사,부산광역시,장소,관광지,유명사적/유적지
